ID,Label,Numero Caramelle Trovate,Falsi Positivi,Falsi Negativi,Totale,Totale Aspettato,Differenza,Differenza totale,Caramelle Aspettate_per_Label
Screenshot_20231107_205648_Candy Crush Saga1,Gt,2,0,0,49,49,,0,2
Screenshot_20231107_205648_Candy Crush Saga1,GlN,1,0,0,49,49,,0,1
Screenshot_20231107_205648_Candy Crush Saga1,GlG,1,0,0,49,49,,0,1
Screenshot_20231107_205648_Candy Crush Saga1,Gg,3,0,0,49,49,,0,3
Screenshot_20231107_205648_Candy Crush Saga1,Olt,3,0,0,49,49,,0,3
Screenshot_20231107_205648_Candy Crush Saga1,Ot,1,0,0,49,49,,0,1
Screenshot_20231107_205648_Candy Crush Saga1,Pt,2,0,0,49,49,,0,2
Screenshot_20231107_205648_Candy Crush Saga1,Bg,3,0,0,49,49,,0,3
Screenshot_20231107_205648_Candy Crush Saga1,G,3,0,0,49,49,,0,3
Screenshot_20231107_205648_Candy Crush Saga1,Bt,3,0,0,49,49,,0,3
Screenshot_20231107_205648_Candy Crush Saga1,Blt,5,0,0,49,49,,0,5
Screenshot_20231107_205648_Candy Crush Saga1,O,3,0,0,49,49,,0,3
Screenshot_20231107_205648_Candy Crush Saga1,MK,10,0,0,49,49,,0,10
Screenshot_20231107_205648_Candy Crush Saga1,B,2,0,0,49,49,,0,2
IMG_7695,Gg,9,0,0,69,71,,2,9
IMG_7695,L,15,0,0,69,71,,2,15
IMG_7695,Og,4,0,0,69,71,,2,4
IMG_7695,Bg,10,0,0,69,71,,2,10
IMG_7695,G,3,0,0,69,71,,2,3
IMG_7695,Pg,6,0,0,69,71,,2,6
IMG_7695,Lt,10,0,0,69,71,,2,10
IMG_7695,MT,11,0,0,69,71,,2,11
IMG_7695,B,1,0,0,69,71,,2,1
IMG_7764,Gg,6,0,0,69,69,,0,6
IMG_7764,L,11,0,0,69,69,,0,11
IMG_7764,Bt,1,0,0,69,69,,0,1
IMG_7764,Og,6,0,0,69,69,,0,6
IMG_7764,Pt,1,0,0,69,69,,0,1
IMG_7764,Bg,8,0,0,69,69,,0,8
IMG_7764,G,2,0,0,69,69,,0,2
IMG_7764,Pg,6,0,0,69,69,,0,6
IMG_7764,Lt,13,0,0,69,69,,0,13
IMG_7764,O,2,0,0,69,69,,0,2
IMG_7764,P,2,0,0,69,69,,0,2
IMG_7764,MT,9,0,0,69,69,,0,9
IMG_7764,B,2,0,0,69,69,,0,2
